Цена за квадрат,Этаж,Общая,Метро,Цена,Этажность здания,Широта дома,Долгота дома,Широта метро,Долгота метро,До центра,До метро,Азимут
803880.0,10,99.86,Киевская,80275456.0,18,55.73978580000001,37.5207247,55.74468100000001,37.565382,6.484174089114189,2.857271174360624,6.223
253581.0,2,37.7,Митино,9560000.0,17,55.849833,37.357125,55.845816,37.362022,19.715812307055177,0.5423275567939291,343.891
910000.0,2,142.61,Улица 1905 года,129775100.0,21,55.763347,37.5606519,55.76493199999999,37.561387,3.9431121833524174,0.1824031627541991,352.71
258377.0,6,38.2,Улица Скобелевская,9870000.0,22,55.54961470000001,37.5541187,55.548073,37.554627,23.097591480523263,0.17461564737749538,67.45
215163.0,4,76.5,Ольховая,16460000.0,8,55.5678226,37.444356,55.568893,37.459118,23.48265967494593,0.9388750093210915,39.766
364750.0,14,100.0,Нагатинская,36475000.0,29,55.67529,37.6549621,55.682852,37.622702,8.975266503617327,2.197152474956395,118.664
461663.0,13,42.6,Калужская,19666862.0,47,55.6563759,37.5229967,55.65712500000001,37.540487,12.455677000523005,1.104075005048852,38.138
223359.0,4,51.8,Коммунарка,11570000.0,17,55.5650403,37.4848805,55.559878,37.468899,22.674517341816596,1.160657779206323,47.615
161277.0,8,94.0,Ольховая,15160000.0,17,55.533154,37.45074,55.568893,37.459118,26.782917691393187,4.013933912201229,45.682
979440.0,11,175.65,Киевская,172038636.0,18,55.73978580000001,37.5207247,55.74468100000001,37.565382,6.484174089114189,2.857271174360624,6.223
333053.0,10,47.5,Профсоюзная,15820000.0,31,55.6824829,37.5525468,55.6790694,37.5631665,9.011614221519443,0.7685810877471934,39.427
346150.0,8,72.3,Зорге,25026645.0,21,55.7826169,37.5008028,55.7880788,37.5084414,8.208917458514888,0.774253640091513,349.176
475300.0,10,89.6,Терехово ,42586880.0,12,55.752432,37.455341,55.7505331,37.4508301,10.404493660150962,0.3534527207358289,0.319
533938.0,3,72.7,Курская,38817264.0,11,55.7630541,37.6648195,55.758025,37.657869,2.943932122850237,0.7098660670994315,189.709
548263.0,3,129.5,Минская,71000000.0,12,55.7245244,37.4967573,55.724791,37.496755,8.450356162133271,0.02968274652579658,10.497
1150000.0,6,52.9,Китай-город,60835000.0,8,55.752334,37.635405,55.7541093,37.6347486,0.9134003887848916,0.20190851859998502,176.025
245747.0,2,43.5,Коньково,10690000.0,9,55.6139137,37.5329555,55.6336474,37.5196875,16.508888738462986,2.350676451528587,51.451
323684.0,2,30.4,Студенческая,9840000.0,10,55.7328007,37.5360393,55.7388,37.548388,5.818422347897306,1.0236634732932195,10.967
348557.0,23,138.6,Тестовская,48310000.0,28,55.7583585,37.5085037,55.7475464,37.5359871,7.084941363562932,2.104069837834554,358.08
472200.0,32,100.1,Улица Сергея Эйзенштейна,47267220.0,38,55.835072,37.6382769,55.8312806,37.643042,9.135760449514338,0.5170570226993141,255.062
392900.0,9,57.9,Беговая,22748910.0,25,55.7768325,37.5297018,55.77325570000001,37.5486043,6.289545577104861,1.2512829187023067,348.606
247100.0,1,312.7,Марьина роща,77268170.0,5,55.8049396,37.6188979,55.7869121,37.6089095,5.718162060530228,2.1026470263211583,273.018
671273.0,5,101.3,Минская,68000000.0,12,55.7180714,37.4967019,55.724791,37.496755,8.754419213009001,0.7481459032508719,12.751
369000.0,9,112.9,Тушинская,41660100.0,10,55.8265766,37.45232439999999,55.82710059999999,37.4366454,13.342663492138627,0.9843561725974821,341.089
229831.0,19,59.0,Сетунь,13560000.0,22,55.7078192,37.4031157,55.7237533,37.39780990000001,14.608576665289556,1.8051184430939577,9.446
3000000.0,9,1051.2,Маяковская,3153600000.0,9,55.7706779,37.5965305,55.7703912,37.5960546,2.4460201702481688,0.043715449382732544,331.091
595200.0,2,33.6,Хорошево,19998720.0,20,55.764812,37.510018,55.7750796,37.4770716,7.080422513475669,2.3627699745448303,355.424
399211.0,10,66.9,Технопарк,26707189.0,14,55.7012527,37.62941910000001,55.69391299999999,37.664347,5.8514107845871575,2.3433358630324026,101.423
305840.0,23,80.36,Угрешская,24577302.0,30,55.72232700000001,37.6927324,55.718501,37.697724,5.692469438109809,0.5290104205644528,160.944
277674.0,9,53.3,Нахимовский проспект,14800000.0,16,55.6662944,37.5781389,55.6641819,37.6066915,10.086762810654571,1.812171536181447,58.17
205128.0,9,50.7,Саларьево,10400000.0,12,55.6137007,37.4712515,55.621939,37.424166,18.20304521665863,3.105269583533115,36.479
550000.0,3,265.3,Полянка,145915000.0,5,55.7381728,37.6158695,55.7368257,37.61854350000001,1.7473935247085175,0.2251836321150224,67.09
318416.0,6,82.1,Нагатинская,26141948.0,9,55.7054831,37.6377913,55.682852,37.622702,5.459150090520767,2.6924111685127383,113.728
215163.0,4,76.5,Ольховая,16460000.0,8,55.5678226,37.444356,55.568893,37.459118,23.48265967494593,0.9388750093210915,39.766
428958.0,10,56.2,Шаболовская,24107452.0,13,55.70804039999999,37.6065785,55.71823190000001,37.6090757,5.152543666680433,1.1454915197633704,68.16
303000.0,5,60.4,Народное ополчение,18301200.0,21,55.7824218,37.4822852,55.7759203,37.4752325,9.281121028214734,0.8484231693864789,350.655
161277.0,8,94.0,Ольховая,15160000.0,17,55.533154,37.45074,55.568893,37.459118,26.782917691393187,4.013933912201229,45.682
979440.0,11,175.65,Киевская,172038636.0,18,55.73978580000001,37.5207247,55.74468100000001,37.565382,6.484174089114189,2.857271174360624,6.223
350318.0,6,105.6,Технопарк,36993603.0,9,55.7052019,37.6327695,55.69391299999999,37.664347,5.438178862204389,2.3498466953751675,107.013
242200.0,19,78.9,Лесопарковая,19109580.0,19,55.5810909,37.5928415,55.582108,37.576746,19.28762266323458,1.021361827051686,78.292
342230.0,2,36.7,Спартак,12559841.0,13,55.823455,37.434835,55.818146,37.435894,14.033372801312433,0.5948119329767597,343.451
450000.0,20,55.0,Кунцевская,24750000.0,24,55.7314563,37.4519992,55.730632,37.446045,10.898750954818514,0.38516834704616926,5.923
176170.0,6,94.0,Ольховая,16560000.0,17,55.533154,37.45074,55.568893,37.459118,26.782917691393187,4.013933912201229,45.682
192457.0,2,82.2,Улица Горчакова,15820000.0,17,55.5645046,37.4861357,55.5421542,37.5328515,22.700101493496202,3.8579925706909224,47.96
595000.0,9,108.36,Ленинский проспект,64474200.0,17,55.6945956,37.5568052,55.707584,37.586158,7.709492375713456,2.3445826004693693,36.034
247100.0,1,312.7,Марьина роща,77268170.0,5,55.8049396,37.6188979,55.7869121,37.6089095,5.718162060530228,2.1026470263211583,273.018
371000.0,3,63.28,Улица Милашенкова,23476880.0,31,55.8300509,37.5928875,55.8252595,37.5855314,8.693581601438405,0.7050649271034555,294.945
377653.0,25,104.99,Нагорная,39649788.0,26,55.674291,37.6120831,55.6724402,37.6102268,8.847332433182563,0.23685837674249463,81.869
183634.0,3,77.6,Сетунь,14250000.0,5,55.7137356,37.4066223,55.7237533,37.39780990000001,14.181641632562044,1.2452673737105915,8.376
1600000.0,4,180.0,Полянка,288000000.0,6,55.7404588,37.617073,55.7368257,37.61854350000001,1.4835192623874716,0.4149106224945115,69.169
221027.0,1,83.7,Каховская,18500000.0,16,55.6539598,37.588173,55.6531919,37.599766,11.283731653118908,0.7347669785527613,67.369
491409.0,1,29.1,Хорошево,14300000.0,21,55.77278,37.4971419,55.7750796,37.4770716,8.064985299928376,1.285300544307601,353.007
910000.0,56,101.1,Выставочная,92001000.0,68,55.7507033,37.5358404,55.750223,37.541479,5.3589235087033975,0.35808672389228374,1.54
180118.0,6,101.6,Ольховая,18300000.0,8,55.5684204,37.4419991,55.568893,37.459118,23.494799256100737,1.0812420888279317,39.303
266851.0,6,36.2,Мичуринский проспект,9660000.0,16,55.7069982,37.45380480000001,55.689425,37.483,11.71733538027202,2.6829027215323307,12.445
329151.0,15,27.1,Саларьево,8920000.0,25,55.6172677,37.407175,55.621939,37.424166,20.280813886374457,1.1901520841625637,26.782
1750000.0,12,176.4,Фрунзенская,308700000.0,15,55.7330183,37.5793447,55.726909,37.57857,3.478950386230015,0.6819297761064143,21.353
418127.0,14,98.9,Калужская,41352779.0,47,55.6563759,37.5229967,55.65712500000001,37.540487,12.455677000523005,1.104075005048852,38.138
227094.0,23,132.2,Тушинская,30021888.0,24,55.813728,37.48699,55.82710059999999,37.4366454,10.749398404921607,3.489291586176001,340.44
350318.0,6,105.6,Технопарк,36993603.0,9,55.7052019,37.6327695,55.69391299999999,37.664347,5.438178862204389,2.3498466953751675,107.013
399000.0,4,162.3,Калужская,64757700.0,32,55.6565233,37.5593212,55.65712500000001,37.540487,11.482824043160647,1.1874007364523058,51.231
430000.0,4,57.7,Октябрьское поле,24811000.0,19,55.7938909,37.4832103,55.793556,37.49341,9.743542086645078,0.6408586201582128,346.962
445127.0,4,78.9,Октябрьское поле,35120551.0,13,55.78970469999999,37.4576798,55.793556,37.49341,11.01207083632276,2.281935060169166,350.069
704918.0,32,122.0,Минская,86000000.0,36,55.7163434,37.503447,55.724791,37.496755,8.471258600154172,1.0302656288240635,14.086
417664.0,20,41.49,Нагорная,17328879.0,27,55.6729072,37.6073218,55.6724402,37.6102268,9.024736199311398,0.19003121004559284,77.87
344495.0,13,132.9,Ольховая,45783371.0,14,55.5050854,37.3398413,55.568893,37.459118,32.85134566574669,10.352654651581243,34.968
1404242.0,3,297.0,Китай-город,417060000.0,8,55.7508633,37.6497305,55.7541093,37.6347486,1.827565315009201,1.0077593954982127,175.689
1828206.0,4,195.7,Третьяковская,357780000.0,8,55.742222,37.621738,55.7404433,37.6297242,1.267016548837445,0.5392815897227603,94.484
930202.0,6,153.73,Фрунзенская,143000000.0,13,55.726551,37.5690949,55.726909,37.57857,4.439341957808332,0.5966751557597523,22.412
1050472.0,14,157.19,Улица 1905 года,165123716.0,17,55.763347,37.5606519,55.76493199999999,37.561387,3.9431121833524174,0.1824031627541991,352.71
191351.0,5,84.4,Ольховая,16150000.0,15,55.5906532,37.4468235,55.568893,37.459118,21.195545927451118,2.543714133686253,36.515
595000.0,9,108.36,Ленинский проспект,64474200.0,17,55.6945956,37.5568052,55.707584,37.586158,7.709492375713456,2.3445826004693693,36.034
462808.0,8,98.8,ЦСКА,45725415.0,24,55.7860544,37.5420697,55.786544,37.53319,6.133607867741904,0.5597429466722604,341.966
1217160.0,5,57.0,Китай-город,69378120.0,8,55.7508633,37.6497305,55.7541093,37.6347486,1.827565315009201,1.0077593954982127,175.689
422078.0,2,58.0,Серпуховская,24480524.0,27,55.7163988,37.63420780000001,55.72719799999999,37.625253,4.223227799177465,1.3275150648541492,114.087
281326.0,4,43.41,Калитники,12212350.0,21,55.7302651,37.6982976,55.7339392,37.7020516,5.504367914958536,0.47217915693799895,166.55
659200.0,3,127.4,Мичуринский проспект,83982080.0,12,55.71359690000001,37.5042515,55.689425,37.483,8.582071068124817,3.0046457052266455,15.178
799052.0,1,232.0,Народное ополчение,185380000.0,3,55.787338,37.416141,55.7759203,37.4752325,13.39686276151259,3.9195190617903575,352.568
399576.0,13,65.85,Полежаевская,26312100.0,21,55.7820826,37.5096111,55.7772775,37.5193719,7.679045383289804,0.8132188995799305,348.552
421246.0,2,29.59,Тульская,12464669.0,20,55.706481,37.6330709,55.708907,37.6246697,5.299787141512201,0.5931860995912128,107.869
546869.0,18,119.7,Комсомольская,65460219.0,22,55.77676,37.64699,55.7755042,37.6562754,3.0507501418691416,0.5992264475179401,215.256
1182683.0,1,82.0,Терехово ,96980000.0,3,55.7840818,37.4285348,55.7505331,37.4508301,12.549705651752998,3.988772705407613,352.85
540000.0,2,97.14,Фили,52455600.0,11,55.7438374,37.4867888,55.74613,37.514819,8.499718872894007,1.7787895810220735,3.295
641124.0,20,55.9,Комсомольская,35838831.0,22,55.7767198,37.646606,55.7755042,37.6562754,3.0341457054327385,0.6216944326997501,215.612
389000.0,4,44.8,Тушинская,17427200.0,5,55.82490139999999,37.4153432,55.82710059999999,37.4366454,15.149960441167325,1.357336541064162,344.647
404993.0,10,140.0,Шелепиха,56699000.0,37,55.7612262,37.51293039999999,55.7566971,37.525776,6.839857984777032,0.9511277796008746,356.8
464009.0,11,90.3,Фили,41900000.0,25,55.7574249,37.5024389,55.74613,37.514819,7.458132193682046,1.4784193784638404,358.535
1122112.0,2,303.0,Фрунзенская,340000000.0,12,55.72981799999999,37.5708928,55.726909,37.57857,4.113974261461139,0.5810033894359562,20.586
417963.0,9,45.0,Технопарк,18808319.0,14,55.7012527,37.62941910000001,55.69391299999999,37.664347,5.8514107845871575,2.3433358630324026,101.423
499500.0,10,60.0,Давыдково,29970000.0,22,55.7210124,37.4639471,55.727085,37.469486,10.512988356607675,0.7604289920193731,9.33
354714.0,28,129.4,Кунцевская,45900000.0,28,55.7191465,37.4328417,55.730632,37.446045,12.42806897585502,1.5243081065445863,8.25
870298.0,8,178.1,Краснопресненская,155000000.0,21,55.7689731,37.5774683,55.7598328,37.5776567,3.2264873274804824,1.017727223776366,344.379
717742.0,36,124.0,Тестовская,89000000.0,78,55.7507033,37.5358404,55.7475464,37.5359871,5.3589235087033975,0.3516013024092006,1.54
1499560.0,6,227.4,Фрунзенская,341000000.0,12,55.724435,37.563829,55.726909,37.57857,4.8425223747270945,0.9663252203690131,21.986
288795.0,10,83.0,Молодежная,23970000.0,14,55.7423806,37.4327547,55.7408078,37.4152942,11.889146110241994,1.1105591466718583,2.701
1189931.0,95,2185.0,Выставочная,2600000000.0,95,55.74988200000001,37.5378636,55.750223,37.541479,5.238595415329335,0.23018113610855062,2.025
768974.0,11,117.0,Выставочная,89970000.0,65,55.7537715,37.5589371,55.750223,37.541479,3.898864296769228,1.1652450680474287,359.871
310112.0,14,44.5,Пролетарская,13800000.0,14,55.73543919999999,37.6768327,55.731369,37.663891,4.045741943336568,0.9307823922453758,165.548
694444.0,4,216.0,Китай-город,150000000.0,6,55.75385379999999,37.6376565,55.7541093,37.6347486,1.044295284231267,0.18478552045608856,180.706
274431.0,1,74.7,Депо,20500000.0,17,55.67922369999999,37.7036323,55.755826,37.6173,9.773084002022822,10.108231807559505,144.498
409100.0,4,73.0,Крымская,29864300.0,42,55.6797885,37.5960057,55.68999299999999,37.605212,8.366532528341654,1.2751913811860012,66.806
920000.0,19,120.24,Улица 1905 года,110620800.0,21,55.7609447,37.5549066,55.76493199999999,37.561387,4.23138300579139,0.60213517274035,354.969
419000.0,6,48.7,Калужская,20405300.0,32,55.6565233,37.5593212,55.65712500000001,37.540487,11.482824043160647,1.1874007364523058,51.231
1111454.0,8,122.0,Фрунзенская,135597333.0,12,55.7232855,37.5713031,55.726909,37.57857,4.598314817162497,0.6093047763187205,25.768
298207.0,4,73.7,Мякинино,21977829.0,20,55.8265766,37.45232439999999,55.8110165,37.389082,13.342663492138627,4.326326688589522,341.089
1341578.0,6,160.3,Октябрьская,215055000.0,7,55.73226589999999,37.6184616,55.730778,37.611406,2.3801979509555857,0.4732090322332741,81.346
422425.0,1,50.9,Тушинская,21501448.0,25,55.8269938,37.415762,55.82710059999999,37.4366454,15.250850844176819,1.3088400721411517,344.188
234714.0,2,82.1,Верхние Лихоборы,19270000.0,14,55.85895,37.562998,55.856419,37.560992,12.28152230627953,0.30853081901620993,304.838
255794.0,7,34.52,Ольховая,8830000.0,14,55.5050854,37.3398413,55.568893,37.459118,32.85134566574669,10.352654651581243,34.968
329000.0,3,45.1,Народное ополчение,14837900.0,21,55.7824218,37.4822852,55.7759203,37.4752325,9.281121028214734,0.8484231693864789,350.655
470880.0,22,54.0,Зорге,25427520.0,27,55.782977,37.508237,55.7880788,37.5084414,7.798843216946206,0.5681685562630703,348.342
295455.0,4,44.0,Лианозово,13000000.0,34,55.89412609999999,37.5214384,55.897353,37.553153,16.845703329609105,2.0163530279949025,311.844
1903695.0,14,178.6,Спортивная,340000000.0,14,55.7268328,37.5710937,55.723389,37.56427,4.326244473388918,0.5751982095942427,22.999
1029463.0,3,173.1,Фрунзенская,178200000.0,16,55.72645139999999,37.5753642,55.726909,37.57857,4.166605488707624,0.20777135271935326,25.209
280620.0,1,38.7,Петровско-Разумовская,10860000.0,12,55.8254861,37.5677771,55.83496900000001,37.574432,8.67338499522755,1.1351927152858918,313.095
674350.0,21,38.4,Комсомольская,25895040.0,22,55.7767198,37.646606,55.7755042,37.6562754,3.0341457054327385,0.6216944326997501,215.612
572959.0,11,74.7,Минская,42800000.0,26,55.7148768,37.4740329,55.724791,37.496755,10.191068100982656,1.8048270444996461,11.784
347828.0,22,138.1,Фили,48035000.0,28,55.7583585,37.5085037,55.74613,37.514819,7.084941363562932,1.418061850411901,358.08
300000.0,2,35.0,Красный Балтиец,10500000.0,9,55.8178339,37.517458,55.815456,37.52599,9.663188806881093,0.596792171283759,333.841
487600.0,12,142.9,Октябрьское поле,69678040.0,13,55.78970469999999,37.4576798,55.793556,37.49341,11.01207083632276,2.281935060169166,350.069
501520.0,5,98.7,Минская,49500000.0,14,55.7245244,37.4967573,55.724791,37.496755,8.450356162133271,0.02968274652579658,10.497
529148.0,41,223.0,Деловой центр,118000000.0,75,55.7480754,37.5402586,55.748845,37.539744,5.109082704453812,0.0915764094895825,3.098
569061.0,2,47.3,Октябрьское поле,26916589.0,20,55.78970469999999,37.4576798,55.793556,37.49341,11.01207083632276,2.281935060169166,350.069
645418.0,10,75.3,Белорусская,48599999.0,21,55.784636,37.585253,55.776805,37.58323499999999,4.121501346755297,0.8810329242035397,325.506
245824.0,9,44.3,Речной вокзал,10890000.0,9,55.85032690000001,37.500565,55.855223,37.476043,13.155372023108548,1.629682915843597,327.552
284600.0,4,86.4,Ботанический сад,24589440.0,53,55.8486264,37.6513602,55.845341,37.63871,10.750225680931202,0.8727526756577806,248.079
309091.0,9,37.4,Водный стадион,11560000.0,17,55.8368366,37.5051437,55.839961,37.48675,11.778338967068978,1.2037769659352602,330.369
323295.0,17,60.1,Водный стадион,19430000.0,17,55.8368366,37.5051437,55.839961,37.48675,11.778338967068978,1.2037769659352602,330.369
1283556.0,3,90.0,улица Народного ополчения,115520000.0,3,55.7840818,37.4285348,55.7824218,37.4822852,12.549705651752998,3.37744196525955,352.85
310000.0,6,38.2,Октябрьское поле,11842000.0,25,55.7893398,37.4714709,55.793556,37.49341,10.195288251234386,1.4540612009089027,349.281
388500.0,8,69.9,Терехово ,27156150.0,22,55.752432,37.455341,55.7505331,37.4508301,10.404493660150962,0.3534527207358289,0.319
268861.0,8,39.5,Селигерская,10620000.0,14,55.88542210000001,37.5236565,55.866689,37.547104,15.895999154702613,2.5503408938514855,313.023
1111454.0,8,122.0,Фрунзенская,135597333.0,12,55.7232855,37.5713031,55.726909,37.57857,4.598314817162497,0.6093047763187205,25.768
500000.0,23,37.0,Кунцевская,18500000.0,24,55.7314563,37.4519992,55.730632,37.446045,10.898750954818514,0.38516834704616926,5.923
421245.0,8,27.3,Динамо,11500000.0,12,55.78848199999999,37.5575,55.789751,37.558177,5.566477832268895,0.14753285113326564,336.495
521474.0,3,30.0,Шаболовская,15644220.0,12,55.70804039999999,37.6065785,55.71823190000001,37.6090757,5.152543666680433,1.1454915197633704,68.16
378003.0,10,79.1,Октябрьское поле,29900000.0,20,55.78970469999999,37.4576798,55.793556,37.49341,11.01207083632276,2.281935060169166,350.069
493482.0,2,53.7,Динамо,26500000.0,20,55.7853389,37.5642439,55.789751,37.558177,5.019411160789255,0.621426533931074,336.12
465714.0,11,70.0,Динамо,32600000.0,18,55.7853389,37.5642439,55.789751,37.558177,5.019411160789255,0.621426533931074,336.12
295455.0,4,44.0,Лианозово,13000000.0,34,55.89412609999999,37.5214384,55.897353,37.553153,16.845703329609105,2.0163530279949025,311.844
595000.0,3,49.45,Ленинский проспект,29422750.0,17,55.6945956,37.5568052,55.707584,37.586158,7.709492375713456,2.3445826004693693,36.034
366242.0,3,31.4,Красный Балтиец,11500000.0,12,55.811607,37.532825,55.815456,37.52599,8.505641133993393,0.60602392037837,332.487
487179.0,16,31.2,Академическая,15200000.0,39,55.6950061,37.5793113,55.68859519999999,37.5747765,7.030159709767343,0.7686300445020924,48.034
450000.0,6,35.8,Октябрьское поле,16110000.0,19,55.7938909,37.4832103,55.793556,37.49341,9.743542086645078,0.6408586201582128,346.962
271370.0,7,58.5,Волгоградский проспект,15875145.0,30,55.72211129999999,37.688887,55.725325,37.686856,5.518573642351199,0.3798821759428906,159.82
391000.0,2,39.74,Владыкино,15538340.0,31,55.8300509,37.5928875,55.848161,37.5904553,8.693581601438405,2.0221083659007597,294.945
412644.0,4,87.0,Мичуринский проспект,35900000.0,24,55.688776,37.4882975,55.689425,37.483,11.029765208729595,0.340919520704503,21.144
283165.0,1,69.5,Сокол,19680000.0,8,55.808477,37.505546,55.805167,37.515181,9.478589301166528,0.7076798968886692,339.375
615385.0,2,53.3,Белорусская,32799999.0,21,55.784636,37.585253,55.776805,37.58323499999999,4.121501346755297,0.8810329242035397,325.506
924012.0,4,38.7,Новослободская,35759264.0,6,55.776106,37.602578,55.77959329999999,37.60132,2.7610379139311854,0.3962117125115719,315.987
700000.0,4,221.2,Полянка,154840000.0,5,55.7381728,37.6158695,55.7368257,37.61854350000001,1.7473935247085175,0.2251836321150224,67.09
300000.0,25,100.0,Октябрьское поле,30000000.0,25,55.7893398,37.4714709,55.793556,37.49341,10.195288251234386,1.4540612009089027,349.281
258895.0,10,57.9,Дегунино,14990000.0,17,55.87286899999999,37.5660415,55.8646217,37.5728613,13.719970892829325,1.0126532189298112,300.229
340000.0,4,80.79,Шелепиха,27468600.0,14,55.754371,37.523914,55.7566971,37.525776,6.098445681126676,0.2841460907542219,359.637
378000.0,30,55.7,улица Народного ополчения,21054600.0,46,55.78212,37.464121,55.7824218,37.4822852,10.348055723378083,1.140173239403407,351.806
304779.0,2,30.38,Калитники,9259189.0,21,55.7302651,37.6982976,55.7339392,37.7020516,5.504367914958536,0.47217915693799895,166.55
346900.0,14,106.4,Беговая,36910160.0,25,55.7768325,37.5297018,55.77325570000001,37.5486043,6.289545577104861,1.2512829187023067,348.606
1345360.0,6,227.82,Фрунзенская,306500000.0,12,55.724435,37.563829,55.726909,37.57857,4.8425223747270945,0.9663252203690131,21.986
732000.0,32,83.6,Выставочная,61195200.0,68,55.7507033,37.5358404,55.750223,37.541479,5.3589235087033975,0.35808672389228374,1.54
861990.0,8,76.61,Улица 1905 года,66037036.0,16,55.7633772,37.5600284,55.76493199999999,37.561387,3.9816746904806726,0.19297490058326336,352.761
250900.0,19,59.3,Аннино,14878370.0,26,55.5810909,37.5928415,55.58351219999999,37.5970939,19.28762266323458,0.3802458272741899,78.292
378585.0,5,104.6,Шаболовская,39600011.0,13,55.70804039999999,37.6065785,55.71823190000001,37.6090757,5.152543666680433,1.1454915197633704,68.16
497018.0,8,50.3,Шелепиха,25000000.0,19,55.762108,37.5108044,55.7566971,37.525776,6.984886753666338,1.1164085858016706,356.499
485000.0,4,38.7,Зорге,18769500.0,8,55.782977,37.508237,55.7880788,37.5084414,7.798843216946206,0.5681685562630703,348.342
705882.0,6,111.6,Арбатская,78776471.0,8,55.7499821,37.5927893,55.75182599999999,37.600904,1.8184036138287465,0.5493518295575325,5.786
396373.0,3,77.2,Раменки,30600000.0,52,55.6964329,37.4876023,55.7060767,37.5138911,10.525921822620136,1.9709881000188254,18.742
412644.0,4,87.0,Мичуринский проспект,35900000.0,24,55.688776,37.4882975,55.689425,37.483,11.029765208729595,0.340919520704503,21.144
343000.0,2,49.7,Зорге,17047100.0,21,55.7826169,37.5008028,55.7880788,37.5084414,8.208917458514888,0.774253640091513,349.176
485920.0,16,37.7,Серпуховская,18319184.0,41,55.719128,37.636777,55.72719799999999,37.625253,3.9628770157588287,1.153978824056635,119.967
985000.0,6,45.49,Улица 1905 года,44807650.0,21,55.763347,37.5606519,55.76493199999999,37.561387,3.9431121833524174,0.1824031627541991,352.71
435897.0,3,58.5,Шелепиха,25500000.0,24,55.7625577,37.5161842,55.7566971,37.525776,6.657695234962656,0.887901032516138,356.126
312577.0,28,118.73,Кунцевская,37112250.0,29,55.7180331,37.4287798,55.730632,37.446045,12.709249374955908,1.7732988997757528,8.335
443317.0,11,55.05,Полежаевская,24404600.0,21,55.7820826,37.5096111,55.7772775,37.5193719,7.679045383289804,0.8132188995799305,348.552
429310.0,24,58.0,Шелепиха,24900000.0,24,55.7625577,37.5161842,55.7566971,37.525776,6.657695234962656,0.887901032516138,356.126
219669.0,13,77.9,Улица Горчакова,17112191.0,15,55.55356399999999,37.510738,55.5421542,37.5328515,23.327693282185972,1.887291103838698,55.116
312000.0,2,74.32,Алексеевская,23187840.0,32,55.8101974,37.6285618,55.8077942,37.6387375,6.319679064551374,0.6918522359060141,260.482
296117.0,4,30.9,Первомайская,9150000.0,9,55.78930700000001,37.819037,55.7931231,37.7986601,13.04753796328143,1.3469812824465757,188.13
352600.0,3,25.5,Волгоградский проспект,8991300.0,30,55.72211129999999,37.688887,55.725325,37.686856,5.518573642351199,0.3798821759428906,159.82
652045.0,16,168.7,Минская,110000000.0,26,55.71584,37.4745609,55.724791,37.496755,10.115889517207599,1.7141901172071514,11.539
330400.0,11,69.5,Ботанический сад,22962800.0,53,55.8486264,37.6513602,55.845341,37.63871,10.750225680931202,0.8727526756577806,248.079
386100.0,5,62.4,Технопарк,24092640.0,20,55.690228,37.65667,55.69391299999999,37.664347,7.402007563155296,0.6335705688178764,125.365
337034.0,9,126.1,Новаторская,42500000.0,17,55.6620164,37.5119955,55.66020409999999,37.52212,12.285769063077607,0.6683949517073219,33.625
522727.0,10,55.0,Динамо,28749999.0,24,55.7871944,37.5421129,55.789751,37.558177,6.207018295002171,1.0471800724153923,341.366
256200.0,16,41.0,Аннино,10504200.0,26,55.5810909,37.5928415,55.58351219999999,37.5970939,19.28762266323458,0.3802458272741899,78.292
430900.0,17,44.3,Терехово ,19088870.0,22,55.752432,37.455341,55.7505331,37.4508301,10.404493660150962,0.3534527207358289,0.319
430000.0,18,122.4,Кунцевская,52632000.0,24,55.7314563,37.4519992,55.730632,37.446045,10.898750954818514,0.38516834704616926,5.923
306040.0,11,47.02,Стрешнево,14390001.0,18,55.8044335,37.492639,55.813728,37.48699,9.84599632757816,1.093770669205523,342.588
318933.0,2,67.6,Окская,21559871.0,10,55.7183304,37.7795691,55.715363,37.7756158,10.704969473393595,0.41337931315416526,170.008
243297.0,3,54.2,Прокшино,13186718.0,15,55.5905029,37.4465118,55.586268,37.433697,21.220022823862553,0.9355274374999052,36.491
750000.0,2,137.4,Полянка,103050000.0,5,55.7381728,37.6158695,55.7368257,37.61854350000001,1.7473935247085175,0.2251836321150224,67.09
444444.0,23,108.0,Раменки,48000000.0,51,55.6964329,37.4876023,55.7060767,37.5138911,10.525921822620136,1.9709881000188254,18.742
252661.0,12,35.7,Новогиреево,9020000.0,12,55.73698419999999,37.8309612,55.7482822,37.8041961,13.313215731566746,2.099556938516298,176.414
454100.0,15,42.6,Крымская,19344660.0,42,55.6797885,37.5960057,55.68999299999999,37.605212,8.366532528341654,1.2751913811860012,66.806
634400.0,19,60.6,Давыдково,38444640.0,22,55.7148768,37.4740329,55.727085,37.469486,10.191068100982656,1.388929983742183,11.784
442717.0,19,39.6,Технопарк,17531581.0,27,55.7054831,37.6377913,55.69391299999999,37.664347,5.459150090520767,2.108865821194246,113.728
390579.0,8,98.01,Технопарк,38280637.0,23,55.6763014,37.6875277,55.69391299999999,37.664347,9.56681077577218,2.4434934534161714,137.354
437009.0,31,124.8,Серпуховская,54538723.0,41,55.719128,37.636777,55.72719799999999,37.625253,3.9628770157588287,1.153978824056635,119.967
236975.0,7,35.7,Выхино,8460000.0,12,55.7270402,37.8297389,55.715633,37.817985,13.438302823456068,1.4692079959780435,174.245
436409.0,9,80.2,Шелепиха,35000000.0,30,55.754896,37.525278,55.7566971,37.525776,6.013894398742217,0.20295276450399863,359.383
